Shipment_ID,Order_ID,Warehouse_ID,Carrier_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Distance_KM,Shipping_Cost,Delivery_Status
SH00000250,ORD00000250,WH02,CAR01,2024-01-03,2024-01-04,2024-01-04,1287.0,294.84,On Time
SH00000251,ORD00000251,WH03,CAR01,2024-01-04,2024-01-06,2024-01-06,511.8,220.02,On Time
SH00000252,ORD00000252,WH04,CAR06,2024-01-02,2024-01-04,2024-01-04,1035.6,290.22,On Time
SH00000253,ORD00000253,WH05,CAR01,2024-01-02,2024-01-04,2024-01-04,657.3,231.1,On Time
SH00000254,ORD00000254,WH02,CAR01,2024-01-02,2024-01-04,2024-01-04,381.7,230.83,On Time
SH00000255,ORD00000255,WH03,CAR02,2024-01-02,2024-01-05,2024-01-05,1691.6,285.54,On Time
SH00000256,ORD00000256,WH05,CAR06,2024-01-03,2024-01-05,2024-01-05,1034.5,285.96,On Time
SH00000257,ORD00000257,WH01,CAR03,2024-01-02,2024-01-06,2024-01-06,1149.0,286.74,On Time
SH00000258,ORD00000258,WH02,CAR02,2024-01-03,2024-01-07,2024-01-07,1356.4,285.11,On Time
SH00000259,ORD00000259,WH03,CAR01,2024-01-03,2024-01-07,2024-01-07,1457.6,314.57,On Time
SH00000260,ORD00000260,WH04,CAR04,2024-01-03,2024-01-07,2024-01-07,605.4,177.19,On Time
SH00000261,ORD00000261,WH05,CAR02,2024-01-02,2024-01-05,2024-01-05,477.9,243.11,On Time
SH00000262,ORD00000262,WH01,CAR04,2024-01-03,2024-01-05,2024-01-05,1697.5,184.38,On Time
SH00000263,ORD00000263,WH02,CAR05,2024-01-03,2024-01-07,2024-01-07,1203.4,312.08,On Time
SH00000264,ORD00000264,WH03,CAR06,2024-01-03,2024-01-06,2024-01-06,924.2,257.2,On Time
SH00000265,ORD00000265,WH04,CAR03,2024-01-02,2024-01-03,2024-01-03,1127.7,254.06,On Time
SH00000266,ORD00000266,WH05,CAR04,2024-01-02,2024-01-05,2024-01-05,1356.4,213.63,On Time
SH00000267,ORD00000267,WH01,CAR01,2024-01-02,2024-01-04,2024-01-04,183.6,213.88,On Time
SH00000268,ORD00000268,WH02,CAR05,2024-01-04,2024-01-07,2024-01-07,1307.9,323.3,On Time
SH00000269,ORD00000269,WH03,CAR01,2024-01-03,2024-01-05,2024-01-05,722.9,250.8,On Time
SH00000270,ORD00000270,WH04,CAR02,2024-01-03,2024-01-08,2024-01-08,374.7,241.27,On Time
SH00000271,ORD00000271,WH05,CAR04,2024-01-03,2024-01-06,2024-01-06,1136.5,184.55,On Time
SH00000272,ORD00000272,WH01,CAR02,2024-01-03,2024-01-05,2024-01-05,156.1,232.33,On Time
SH00000273,ORD00000273,WH02,CAR01,2024-01-02,2024-01-04,2024-01-04,1643.6,301.65,On Time
SH00000274,ORD00000274,WH03,CAR06,2024-01-03,2024-01-06,2024-01-09,1422.1,289.73,Late
SH00000275,ORD00000275,WH04,CAR05,2024-01-02,2024-01-05,2024-01-05,1459.6,308.72,On Time
SH00000276,ORD00000276,WH05,CAR03,2024-01-03,2024-01-05,2024-01-05,514.9,239.42,On Time
SH00000277,ORD00000277,WH01,CAR06,2024-01-04,2024-01-06,2024-01-06,1701.6,274.77,On Time
SH00000278,ORD00000278,WH02,CAR04,2024-01-03,2024-01-07,2024-01-07,1679.4,191.89,On Time
SH00000279,ORD00000279,WH03,CAR04,2024-01-03,2024-01-05,2024-01-05,1254.7,228.49,On Time
SH00000280,ORD00000280,WH04,CAR06,2024-01-03,2024-01-07,2024-01-07,851.3,281.06,On Time
SH00000281,ORD00000281,WH05,CAR01,2024-01-02,2024-01-06,2024-01-06,765.3,247.35,On Time
SH00000282,ORD00000282,WH01,CAR06,2024-01-02,2024-01-05,2024-01-05,685.5,261.96,On Time
SH00000283,ORD00000283,WH02,CAR03,2024-01-02,2024-01-05,2024-01-05,310.9,235.5,On Time
SH00000284,ORD00000284,WH03,CAR03,2024-01-03,2024-01-06,2024-01-06,768.6,260.63,On Time
SH00000285,ORD00000285,WH04,CAR01,2024-01-02,2024-01-05,2024-01-05,1403.7,287.77,On Time
SH00000286,ORD00000286,WH05,CAR02,2024-01-03,2024-01-06,2024-01-06,1376.1,275.4,On Time
SH00000287,ORD00000287,WH01,CAR04,2024-01-03,2024-01-05,2024-01-05,1651.5,232.69,On Time
SH00000288,ORD00000288,WH02,CAR02,2024-01-02,2024-01-03,2024-01-03,710.2,276.35,On Time
SH00000289,ORD00000289,WH03,CAR03,2024-01-02,2024-01-05,2024-01-05,1131.9,271.79,On Time
SH00000290,ORD00000290,WH04,CAR06,2024-01-03,2024-01-06,2024-01-06,794.5,278.19,On Time
SH00000291,ORD00000291,WH05,CAR04,2024-01-03,2024-01-06,2024-01-06,1053.9,175.67,On Time
SH00000292,ORD00000292,WH01,CAR02,2024-01-03,2024-01-06,2024-01-06,988.5,276.05,On Time
SH00000293,ORD00000293,WH02,CAR02,2024-01-04,2024-01-06,2024-01-06,31.2,225.1,On Time
SH00000294,ORD00000294,WH03,CAR04,2024-01-02,2024-01-04,2024-01-04,994.4,205.34,On Time
SH00000295,ORD00000295,WH04,CAR05,2024-01-04,2024-01-05,2024-01-05,151.9,256.72,On Time
SH00000296,ORD00000296,WH05,CAR05,2024-01-02,2024-01-06,2024-01-06,1185.0,301.6,On Time
SH00000297,ORD00000297,WH01,CAR01,2024-01-02,2024-01-07,2024-01-07,83.4,207.85,On Time
SH00000298,ORD00000298,WH02,CAR04,2024-01-02,2024-01-04,2024-01-04,594.3,151.67,On Time
SH00000299,ORD00000299,WH03,CAR03,2024-01-03,2024-01-06,2024-01-06,899.3,256.4,On Time
SH00000300,ORD00000300,WH04,CAR02,2024-01-02,2024-01-05,2024-01-05,426.5,245.84,On Time
SH00000301,ORD00000301,WH05,CAR04,2024-01-03,2024-01-04,2024-01-04,996.8,202.45,On Time
SH00000302,ORD00000302,WH01,CAR06,2024-01-03,2024-01-05,2024-01-05,1129.4,310.41,On Time
SH00000303,ORD00000303,WH02,CAR06,2024-01-02,2024-01-04,2024-01-04,758.3,251.41,On Time
SH00000304,ORD00000304,WH03,CAR01,2024-01-03,2024-01-04,2024-01-04,644.2,235.2,On Time
SH00000305,ORD00000305,WH04,CAR06,2024-01-02,2024-01-04,2024-01-04,1143.7,294.97,On Time
SH00000306,ORD00000306,WH05,CAR05,2024-01-02,2024-01-04,2024-01-04,1724.6,308.19,On Time
SH00000307,ORD00000307,WH01,CAR04,2024-01-02,2024-01-05,2024-01-05,702.8,169.08,On Time
SH00000308,ORD00000308,WH02,CAR06,2024-01-03,2024-01-06,2024-01-06,1281.1,267.59,On Time
SH00000309,ORD00000309,WH03,CAR03,2024-01-03,2024-01-06,2024-01-07,173.7,222.16,Late
SH00000310,ORD00000310,WH04,CAR04,2024-01-03,2024-01-06,2024-01-06,155.0,140.51,On Time
SH00000311,ORD00000311,WH05,CAR03,2024-01-03,2024-01-06,2024-01-06,425.5,228.01,On Time
SH00000312,ORD00000312,WH01,CAR02,2024-01-02,2024-01-03,2024-01-03,244.7,236.63,On Time
SH00000313,ORD00000313,WH02,CAR03,2024-01-02,2024-01-05,2024-01-05,426.1,225.98,On Time
SH00000314,ORD00000314,WH03,CAR05,2024-01-02,2024-01-05,2024-01-05,822.5,293.72,On Time
SH00000315,ORD00000315,WH04,CAR05,2024-01-03,2024-01-06,2024-01-06,1199.2,324.75,On Time
SH00000316,ORD00000316,WH05,CAR01,2024-01-03,2024-01-07,2024-01-07,1462.1,281.66,On Time
SH00000317,ORD00000317,WH01,CAR03,2024-01-03,2024-01-05,2024-01-05,556.5,241.32,On Time
SH00000318,ORD00000318,WH02,CAR05,2024-01-02,2024-01-05,2024-01-05,429.1,268.82,On Time
SH00000319,ORD00000319,WH03,CAR02,2024-01-04,2024-01-07,2024-01-07,12.2,224.1,On Time
SH00000320,ORD00000320,WH04,CAR05,2024-01-02,2024-01-07,2024-01-07,625.9,296.53,On Time
SH00000321,ORD00000321,WH05,CAR05,2024-01-03,2024-01-05,2024-01-05,995.2,294.01,On Time
SH00000322,ORD00000322,WH01,CAR05,2024-01-02,2024-01-05,2024-01-05,1661.7,363.65,On Time
SH00000323,ORD00000323,WH02,CAR05,2024-01-02,2024-01-04,2024-01-04,1659.4,304.71,On Time
SH00000324,ORD00000324,WH03,CAR03,2024-01-02,2024-01-04,2024-01-04,581.0,248.46,On Time
SH00000325,ORD00000325,WH04,CAR05,2024-01-02,2024-01-05,2024-01-05,487.4,275.91,On Time
SH00000326,ORD00000326,WH05,CAR03,2024-01-02,2024-01-05,2024-01-05,872.5,238.33,On Time
SH00000327,ORD00000327,WH01,CAR04,2024-01-02,2024-01-03,2024-01-03,40.3,134.21,On Time
SH00000328,ORD00000328,WH02,CAR04,2024-01-03,2024-01-07,2024-01-07,428.8,160.44,On Time
SH00000329,ORD00000329,WH03,CAR02,2024-01-03,2024-01-05,2024-01-05,883.9,277.28,On Time
SH00000330,ORD00000330,WH04,CAR04,2024-01-02,2024-01-05,2024-01-05,91.2,134.83,On Time
SH00000331,ORD00000331,WH05,CAR05,2024-01-02,2024-01-04,2024-01-04,1457.4,302.07,On Time
SH00000332,ORD00000332,WH01,CAR04,2024-01-02,2024-01-03,2024-01-03,1724.6,251.98,On Time
SH00000333,ORD00000333,WH02,CAR02,2024-01-02,2024-01-05,2024-01-05,204.7,236.19,On Time
SH00000334,ORD00000334,WH03,CAR03,2024-01-03,2024-01-07,2024-01-07,1240.1,286.9,On Time
SH00000335,ORD00000335,WH04,CAR01,2024-01-02,2024-01-05,2024-01-05,1074.8,269.89,On Time
SH00000336,ORD00000336,WH05,CAR02,2024-01-02,2024-01-04,2024-01-04,688.9,260.17,On Time
SH00000337,ORD00000337,WH01,CAR06,2024-01-02,2024-01-07,2024-01-07,480.1,235.6,On Time
SH00000338,ORD00000338,WH02,CAR04,2024-01-02,2024-01-06,2024-01-06,1378.7,195.47,On Time
SH00000339,ORD00000339,WH03,CAR04,2024-01-03,2024-01-06,2024-01-06,366.6,143.53,On Time
SH00000340,ORD00000340,WH04,CAR05,2024-01-02,2024-01-06,2024-01-06,503.6,281.54,On Time
SH00000341,ORD00000341,WH05,CAR02,2024-01-03,2024-01-05,2024-01-08,1613.2,315.79,Late
SH00000342,ORD00000342,WH01,CAR01,2024-01-03,2024-01-08,2024-01-08,138.5,208.54,On Time
SH00000343,ORD00000343,WH02,CAR05,2024-01-03,2024-01-07,2024-01-07,301.6,265.02,On Time
SH00000344,ORD00000344,WH03,CAR02,2024-01-03,2024-01-05,2024-01-05,1489.4,312.08,On Time
SH00000345,ORD00000345,WH04,CAR03,2024-01-02,2024-01-05,2024-01-05,1007.9,249.86,On Time
SH00000346,ORD00000346,WH05,CAR05,2024-01-03,2024-01-05,2024-01-05,52.0,252.23,On Time
SH00000347,ORD00000347,WH01,CAR02,2024-01-02,2024-01-06,2024-01-06,1695.7,345.29,On Time
SH00000348,ORD00000348,WH02,CAR06,2024-01-03,2024-01-07,2024-01-07,1441.4,293.24,On Time
SH00000349,ORD00000349,WH03,CAR05,2024-01-02,2024-01-06,2024-01-06,48.9,253.07,On Time
SH00000350,ORD00000350,WH04,CAR03,2024-01-02,2024-01-04,2024-01-04,166.5,223.01,On Time
SH00000351,ORD00000351,WH05,CAR05,2024-01-04,2024-01-07,2024-01-07,291.3,268.87,On Time
SH00000352,ORD00000352,WH01,CAR02,2024-01-02,2024-01-04,2024-01-04,847.3,283.22,On Time
SH00000353,ORD00000353,WH02,CAR01,2024-01-02,2024-01-05,2024-01-05,1580.8,309.84,On Time
SH00000354,ORD00000354,WH03,CAR02,2024-01-04,2024-01-08,2024-01-08,1090.8,267.8,On Time
SH00000355,ORD00000355,WH04,CAR01,2024-01-02,2024-01-05,2024-01-05,1051.7,283.37,On Time
SH00000356,ORD00000356,WH05,CAR01,2024-01-02,2024-01-06,2024-01-06,234.6,221.19,On Time
SH00000357,ORD00000357,WH01,CAR06,2024-01-02,2024-01-05,2024-01-05,643.7,241.97,On Time
SH00000358,ORD00000358,WH02,CAR03,2024-01-03,2024-01-07,2024-01-07,1291.6,270.18,On Time
SH00000359,ORD00000359,WH03,CAR03,2024-01-02,2024-01-04,2024-01-04,1257.5,296.78,On Time
SH00000360,ORD00000360,WH04,CAR02,2024-01-02,2024-01-07,2024-01-07,240.2,235.06,On Time
SH00000361,ORD00000361,WH01,CAR03,2024-01-02,2024-01-07,2024-01-07,1170.6,250.55,On Time
SH00000362,ORD00000362,WH02,CAR04,2024-01-03,2024-01-05,2024-01-05,723.1,185.64,On Time
SH00000363,ORD00000363,WH03,CAR04,2024-01-03,2024-01-06,2024-01-06,1013.5,199.67,On Time
SH00000364,ORD00000364,WH04,CAR01,2024-01-02,2024-01-05,2024-01-05,1382.8,278.01,On Time
SH00000365,ORD00000365,WH05,CAR06,2024-01-02,2024-01-04,2024-01-04,1103.3,261.32,On Time
SH00000366,ORD00000366,WH01,CAR03,2024-01-03,2024-01-06,2024-01-06,1472.7,259.93,On Time
SH00000367,ORD00000367,WH02,CAR06,2024-01-02,2024-01-06,2024-01-06,171.5,231.25,On Time
SH00000368,ORD00000368,WH03,CAR04,2024-01-02,2024-01-03,2024-01-03,569.2,159.39,On Time
SH00000369,ORD00000369,WH04,CAR02,2024-01-03,2024-01-06,2024-01-06,816.0,276.98,On Time
SH00000370,ORD00000370,WH05,CAR06,2024-01-02,2024-01-05,2024-01-06,64.3,224.45,Late
SH00000371,ORD00000371,WH01,CAR01,2024-01-02,2024-01-04,2024-01-04,1325.3,256.09,On Time
SH00000372,ORD00000372,WH02,CAR02,2024-01-03,2024-01-06,2024-01-06,838.0,251.88,On Time
SH00000373,ORD00000373,WH03,CAR03,2024-01-02,2024-01-06,2024-01-06,906.2,266.07,On Time
SH00000374,ORD00000374,WH04,CAR04,2024-01-03,2024-01-05,2024-01-05,160.9,142.46,On Time
SH00000375,ORD00000375,WH05,CAR01,2024-01-04,2024-01-06,2024-01-06,653.2,224.56,On Time
SH00000376,ORD00000376,WH01,CAR04,2024-01-02,2024-01-05,2024-01-05,220.4,139.35,On Time
SH00000377,ORD00000377,WH02,CAR04,2024-01-02,2024-01-05,2024-01-05,448.0,148.61,On Time
SH00000378,ORD00000378,WH03,CAR05,2024-01-04,2024-01-06,2024-01-06,1513.1,366.1,On Time
SH00000379,ORD00000379,WH04,CAR05,2024-01-03,2024-01-06,2024-01-06,560.4,292.51,On Time
SH00000380,ORD00000380,WH05,CAR06,2024-01-02,2024-01-06,2024-01-06,95.6,227.57,On Time
SH00000381,ORD00000381,WH01,CAR06,2024-01-02,2024-01-06,2024-01-06,1434.1,282.46,On Time
SH00000382,ORD00000382,WH02,CAR03,2024-01-04,2024-01-07,2024-01-07,905.8,279.14,On Time
SH00000383,ORD00000383,WH03,CAR04,2024-01-03,2024-01-05,2024-01-05,17.5,132.8,On Time
SH00000384,ORD00000384,WH04,CAR05,2024-01-02,2024-01-04,2024-01-04,477.9,277.08,On Time
SH00000385,ORD00000385,WH05,CAR04,2024-01-03,2024-01-06,2024-01-06,1466.7,218.78,On Time
SH00000386,ORD00000386,WH01,CAR04,2024-01-03,2024-01-04,2024-01-04,1283.5,232.14,On Time
SH00000387,ORD00000387,WH02,CAR05,2024-01-03,2024-01-05,2024-01-05,670.1,270.28,On Time
SH00000388,ORD00000388,WH03,CAR01,2024-01-02,2024-01-06,2024-01-06,575.9,229.47,On Time
SH00000389,ORD00000389,WH04,CAR01,2024-01-03,2024-01-06,2024-01-08,1543.2,265.06,Late
SH00000390,ORD00000390,WH01,CAR06,2024-01-04,2024-01-06,2024-01-06,1016.1,251.5,On Time
SH00000391,ORD00000391,WH02,CAR06,2024-01-04,2024-01-09,2024-01-09,1583.6,341.82,On Time
SH00000392,ORD00000392,WH03,CAR01,2024-01-03,2024-01-05,2024-01-05,1722.9,325.92,On Time
SH00000393,ORD00000393,WH04,CAR06,2024-01-03,2024-01-05,2024-01-05,1789.7,299.81,On Time
SH00000394,ORD00000394,WH05,CAR03,2024-01-04,2024-01-08,2024-01-08,943.4,257.8,On Time
SH00000395,ORD00000395,WH01,CAR06,2024-01-03,2024-01-04,2024-01-04,35.4,221.79,On Time
SH00000396,ORD00000396,WH02,CAR01,2024-01-04,2024-01-07,2024-01-07,979.4,240.94,On Time
SH00000397,ORD00000397,WH03,CAR02,2024-01-05,2024-01-07,2024-01-07,225.7,233.97,On Time
SH00000398,ORD00000398,WH04,CAR06,2024-01-04,2024-01-05,2024-01-05,273.7,240.16,On Time
SH00000399,ORD00000399,WH05,CAR06,2024-01-03,2024-01-04,2024-01-04,1652.8,343.12,On Time
SH00000400,ORD00000400,WH01,CAR01,2024-01-03,2024-01-07,2024-01-07,950.4,252.02,On Time
SH00000401,ORD00000401,WH02,CAR03,2024-01-04,2024-01-09,2024-01-09,1092.0,272.8,On Time
SH00000402,ORD00000402,WH03,CAR02,2024-01-05,2024-01-07,2024-01-07,506.8,245.71,On Time
SH00000403,ORD00000403,WH04,CAR05,2024-01-04,2024-01-06,2024-01-06,1067.3,323.02,On Time
SH00000404,ORD00000404,WH05,CAR02,2024-01-05,2024-01-07,2024-01-08,1601.1,319.11,Late
SH00000405,ORD00000405,WH01,CAR02,2024-01-03,2024-01-06,2024-01-06,1440.6,286.54,On Time
SH00000406,ORD00000406,WH02,CAR03,2024-01-03,2024-01-04,2024-01-06,509.7,238.4,Late
SH00000407,ORD00000407,WH03,CAR03,2024-01-03,2024-01-05,2024-01-06,1121.6,252.54,Late
SH00000408,ORD00000408,WH04,CAR01,2024-01-04,2024-01-07,2024-01-07,847.1,238.59,On Time
SH00000409,ORD00000409,WH05,CAR03,2024-01-03,2024-01-08,2024-01-08,764.8,256.25,On Time
SH00000410,ORD00000410,WH01,CAR02,2024-01-03,2024-01-06,2024-01-06,215.5,238.07,On Time
SH00000411,ORD00000411,WH02,CAR01,2024-01-03,2024-01-06,2024-01-06,351.9,224.28,On Time
SH00000412,ORD00000412,WH03,CAR04,2024-01-03,2024-01-05,2024-01-05,1363.8,212.11,On Time
SH00000413,ORD00000413,WH04,CAR02,2024-01-03,2024-01-05,2024-01-06,308.3,236.56,Late
SH00000414,ORD00000414,WH05,CAR04,2024-01-04,2024-01-06,2024-01-06,1425.5,191.2,On Time
SH00000415,ORD00000415,WH01,CAR02,2024-01-03,2024-01-05,2024-01-05,1352.4,304.76,On Time
SH00000416,ORD00000416,WH02,CAR04,2024-01-04,2024-01-07,2024-01-07,1598.7,190.69,On Time
SH00000417,ORD00000417,WH03,CAR01,2024-01-04,2024-01-07,2024-01-07,438.6,231.59,On Time
SH00000418,ORD00000418,WH04,CAR01,2024-01-04,2024-01-08,2024-01-08,688.8,238.69,On Time
SH00000419,ORD00000419,WH05,CAR05,2024-01-03,2024-01-08,2024-01-08,1042.5,309.34,On Time
SH00000420,ORD00000420,WH01,CAR06,2024-01-05,2024-01-06,2024-01-06,1485.0,314.8,On Time
SH00000421,ORD00000421,WH02,CAR02,2024-01-03,2024-01-04,2024-01-04,1790.4,307.21,On Time
SH00000422,ORD00000422,WH03,CAR02,2024-01-04,2024-01-08,2024-01-08,344.6,244.57,On Time
SH00000423,ORD00000423,WH04,CAR01,2024-01-03,2024-01-05,2024-01-05,931.7,252.49,On Time
SH00000424,ORD00000424,WH05,CAR01,2024-01-03,2024-01-06,2024-01-06,675.3,231.12,On Time
SH00000425,ORD00000425,WH01,CAR06,2024-01-03,2024-01-05,2024-01-05,401.9,240.6,On Time
SH00000426,ORD00000426,WH02,CAR04,2024-01-04,2024-01-08,2024-01-08,872.6,174.01,On Time
SH00000427,ORD00000427,WH03,CAR01,2024-01-04,2024-01-07,2024-01-07,15.5,203.16,On Time
SH00000428,ORD00000428,WH04,CAR04,2024-01-03,2024-01-05,2024-01-05,97.9,139.17,On Time
SH00000429,ORD00000429,WH05,CAR02,2024-01-04,2024-01-08,2024-01-08,1789.1,313.45,On Time
SH00000430,ORD00000430,WH01,CAR03,2024-01-05,2024-01-09,2024-01-09,1681.1,270.32,On Time
SH00000431,ORD00000431,WH02,CAR03,2024-01-03,2024-01-06,2024-01-06,1042.5,274.88,On Time
SH00000432,ORD00000432,WH03,CAR05,2024-01-03,2024-01-06,2024-01-06,1212.6,341.08,On Time
SH00000433,ORD00000433,WH04,CAR01,2024-01-03,2024-01-07,2024-01-07,1680.1,300.19,On Time
SH00000434,ORD00000434,WH05,CAR02,2024-01-03,2024-01-06,2024-01-06,1532.7,331.77,On Time
SH00000435,ORD00000435,WH01,CAR02,2024-01-03,2024-01-06,2024-01-06,457.5,248.53,On Time
SH00000436,ORD00000436,WH02,CAR04,2024-01-03,2024-01-06,2024-01-06,47.8,134.82,On Time
SH00000437,ORD00000437,WH03,CAR05,2024-01-04,2024-01-07,2024-01-07,305.4,271.19,On Time
SH00000438,ORD00000438,WH04,CAR01,2024-01-04,2024-01-07,2024-01-07,253.9,213.79,On Time
SH00000439,ORD00000439,WH05,CAR04,2024-01-03,2024-01-06,2024-01-06,1367.9,204.42,On Time
SH00000440,ORD00000440,WH01,CAR01,2024-01-03,2024-01-06,2024-01-06,268.9,212.31,On Time
SH00000441,ORD00000441,WH02,CAR04,2024-01-03,2024-01-05,2024-01-05,233.6,140.96,On Time
SH00000442,ORD00000442,WH03,CAR03,2024-01-03,2024-01-05,2024-01-05,1142.7,295.13,On Time
SH00000443,ORD00000443,WH04,CAR02,2024-01-03,2024-01-04,2024-01-04,432.4,236.57,On Time
SH00000444,ORD00000444,WH05,CAR06,2024-01-05,2024-01-09,2024-01-09,1405.8,306.39,On Time
SH00000445,ORD00000445,WH01,CAR01,2024-01-03,2024-01-06,2024-01-06,1055.8,254.5,On Time
SH00000446,ORD00000446,WH02,CAR02,2024-01-05,2024-01-09,2024-01-09,1456.9,311.82,On Time
SH00000447,ORD00000447,WH04,CAR02,2024-01-04,2024-01-07,2024-01-07,134.3,228.56,On Time
SH00000448,ORD00000448,WH05,CAR04,2024-01-03,2024-01-05,2024-01-05,1443.1,196.06,On Time
SH00000449,ORD00000449,WH01,CAR05,2024-01-04,2024-01-07,2024-01-07,1476.0,328.86,On Time
SH00000450,ORD00000450,WH02,CAR03,2024-01-03,2024-01-05,2024-01-05,1271.4,303.6,On Time
SH00000451,ORD00000451,WH03,CAR01,2024-01-03,2024-01-05,2024-01-05,136.5,210.64,On Time
SH00000452,ORD00000452,WH04,CAR06,2024-01-04,2024-01-07,2024-01-07,564.7,262.72,On Time
SH00000453,ORD00000453,WH05,CAR06,2024-01-03,2024-01-06,2024-01-06,383.3,232.92,On Time
SH00000454,ORD00000454,WH01,CAR02,2024-01-03,2024-01-06,2024-01-06,1272.6,322.95,On Time
SH00000455,ORD00000455,WH02,CAR03,2024-01-04,2024-01-07,2024-01-08,1750.7,280.19,Late
SH00000456,ORD00000456,WH03,CAR05,2024-01-03,2024-01-07,2024-01-07,183.1,258.61,On Time
SH00000457,ORD00000457,WH04,CAR03,2024-01-05,2024-01-07,2024-01-07,908.3,250.64,On Time
SH00000458,ORD00000458,WH05,CAR02,2024-01-04,2024-01-08,2024-01-08,1293.6,318.35,On Time
SH00000459,ORD00000459,WH01,CAR02,2024-01-03,2024-01-06,2024-01-09,1454.5,284.63,Late
SH00000460,ORD00000460,WH02,CAR04,2024-01-04,2024-01-06,2024-01-06,794.0,183.56,On Time
SH00000461,ORD00000461,WH03,CAR02,2024-01-05,2024-01-09,2024-01-09,819.1,287.87,On Time
SH00000462,ORD00000462,WH04,CAR03,2024-01-04,2024-01-07,2024-01-09,196.8,220.67,Late
SH00000463,ORD00000463,WH05,CAR04,2024-01-03,2024-01-06,2024-01-06,914.4,184.74,On Time
SH00000464,ORD00000464,WH01,CAR06,2024-01-03,2024-01-06,2024-01-06,1052.0,252.28,On Time
SH00000465,ORD00000465,WH02,CAR05,2024-01-03,2024-01-06,2024-01-06,637.8,276.15,On Time
SH00000466,ORD00000466,WH03,CAR03,2024-01-04,2024-01-07,2024-01-07,1072.9,286.3,On Time
SH00000467,ORD00000467,WH04,CAR05,2024-01-03,2024-01-06,2024-01-06,1750.5,349.5,On Time
SH00000468,ORD00000468,WH05,CAR01,2024-01-03,2024-01-06,2024-01-06,946.4,234.02,On Time
SH00000469,ORD00000469,WH01,CAR03,2024-01-04,2024-01-08,2024-01-08,927.3,244.71,On Time
SH00000470,ORD00000470,WH02,CAR02,2024-01-03,2024-01-08,2024-01-08,1643.7,341.16,On Time
SH00000471,ORD00000471,WH03,CAR06,2024-01-05,2024-01-08,2024-01-08,1423.7,323.34,On Time
SH00000472,ORD00000472,WH04,CAR02,2024-01-04,2024-01-08,2024-01-08,1100.4,268.89,On Time
SH00000473,ORD00000473,WH05,CAR06,2024-01-05,2024-01-08,2024-01-08,1798.3,275.93,On Time
SH00000474,ORD00000474,WH01,CAR06,2024-01-03,2024-01-05,2024-01-05,1281.4,278.07,On Time
SH00000475,ORD00000475,WH02,CAR05,2024-01-03,2024-01-06,2024-01-06,615.0,283.19,On Time
SH00000476,ORD00000476,WH03,CAR05,2024-01-04,2024-01-08,2024-01-08,574.7,283.86,On Time
SH00000477,ORD00000477,WH04,CAR01,2024-01-04,2024-01-06,2024-01-06,136.4,210.85,On Time
SH00000478,ORD00000478,WH05,CAR04,2024-01-03,2024-01-05,2024-01-06,1185.5,204.2,Late
SH00000479,ORD00000479,WH01,CAR05,2024-01-03,2024-01-05,2024-01-05,1780.8,314.14,On Time
SH00000480,ORD00000480,WH02,CAR05,2024-01-04,2024-01-07,2024-01-07,90.7,254.46,On Time
SH00000481,ORD00000481,WH03,CAR01,2024-01-03,2024-01-05,2024-01-05,912.6,258.74,On Time
SH00000482,ORD00000482,WH04,CAR04,2024-01-04,2024-01-08,2024-01-08,1182.8,216.71,On Time
SH00000483,ORD00000483,WH05,CAR02,2024-01-03,2024-01-04,2024-01-04,126.9,231.52,On Time
SH00000484,ORD00000484,WH01,CAR04,2024-01-03,2024-01-05,2024-01-05,1770.7,255.51,On Time
SH00000485,ORD00000485,WH02,CAR04,2024-01-04,2024-01-08,2024-01-08,382.5,153.57,On Time
SH00000486,ORD00000486,WH03,CAR01,2024-01-04,2024-01-07,2024-01-08,408.6,227.1,Late
SH00000487,ORD00000487,WH04,CAR04,2024-01-03,2024-01-08,2024-01-08,463.1,154.0,On Time
SH00000488,ORD00000488,WH05,CAR05,2024-01-04,2024-01-06,2024-01-06,1201.7,327.22,On Time
SH00000489,ORD00000489,WH01,CAR03,2024-01-03,2024-01-05,2024-01-05,1448.5,322.65,On Time
SH00000490,ORD00000490,WH02,CAR02,2024-01-03,2024-01-05,2024-01-05,1740.5,336.73,On Time
SH00000491,ORD00000491,WH03,CAR01,2024-01-04,2024-01-06,2024-01-06,1268.1,250.15,On Time
SH00000492,ORD00000492,WH04,CAR02,2024-01-03,2024-01-06,2024-01-06,737.7,263.07,On Time
SH00000493,ORD00000493,WH05,CAR05,2024-01-04,2024-01-07,2024-01-07,960.0,285.92,On Time
SH00000494,ORD00000494,WH01,CAR01,2024-01-03,2024-01-04,2024-01-04,1760.9,295.22,On Time
SH00000495,ORD00000495,WH02,CAR06,2024-01-04,2024-01-06,2024-01-06,704.2,244.37,On Time
SH00000496,ORD00000496,WH03,CAR06,2024-01-05,2024-01-09,2024-01-09,1423.6,315.28,On Time
SH00000497,ORD00000497,WH04,CAR05,2024-01-04,2024-01-06,2024-01-06,925.4,287.31,On Time
SH00000498,ORD00000498,WH05,CAR05,2024-01-04,2024-01-08,2024-01-08,1145.0,315.56,On Time
SH00000499,ORD00000499,WH01,CAR05,2024-01-03,2024-01-06,2024-01-06,349.0,264.19,On Time
SH00000500,ORD00000500,WH02,CAR05,2024-01-04,2024-01-07,2024-01-07,233.1,266.42,On Time
